frobenius_matrices|good_primes|kernel_polynomial|label|projective_kernel_polynomial
integer[]|integer[]|numeric[]|text|numeric[]

{{0,2,2,0},{0,2,1,1},{0,2,2,0},{0,2,1,1},{2,2,1,2},{0,2,1,0},{2,2,1,2},{2,2,1,2},{0,2,1,1},{0,1,2,2},{0,2,2,0},{0,2,1,0},{1,1,2,1},{1,1,2,1},{0,1,2,2},{0,1,2,2},{2,2,1,2},{0,2,1,0},{1,0,0,1},{2,2,1,2},{0,2,2,0},{0,2,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-3888,0,3504,0,216,0,0,0,1}|3.2.424.1|{1452,48,-72,-2,1}
{{0,2,2,0},{0,2,1,1},{0,2,2,0},{0,2,1,1},{1,1,2,1},{0,2,1,0},{1,1,2,1},{1,1,2,1},{0,2,1,1},{0,1,2,2},{0,2,2,0},{0,2,1,0},{2,2,1,2},{2,2,1,2},{0,1,2,2},{0,1,2,2},{1,1,2,1},{0,2,1,0},{1,0,0,1},{1,1,2,1},{0,2,2,0},{0,2,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-3888,0,3504,0,216,0,0,0,1}|3.2.424.2|{1452,48,-72,-2,1}
{{1,0,1,2},{0,2,1,2},{0,2,2,2},{0,2,1,2},{1,0,1,2},{1,2,2,2},{1,0,1,2},{1,0,1,2},{2,0,2,2},{0,2,1,2},{0,1,1,1},{1,2,2,2},{0,1,1,1},{0,2,2,2},{0,2,1,2},{2,0,2,2},{0,2,2,2},{2,0,0,2},{1,2,2,2},{1,0,1,2},{0,2,2,2},{0,2,1,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-3888,0,4272,0,-216,0,0,0,1}|3.2.424.3|{-117,18,-36,-2,1}
{{1,0,1,2},{0,2,1,2},{0,1,1,1},{0,2,1,2},{1,0,1,2},{1,2,2,2},{1,0,1,2},{1,0,1,2},{2,0,2,2},{0,2,1,2},{0,2,2,2},{1,2,2,2},{0,2,2,2},{0,1,1,1},{0,2,1,2},{2,0,2,2},{0,1,1,1},{2,0,0,2},{1,2,2,2},{1,0,1,2},{0,1,1,1},{0,2,1,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-3888,0,4272,0,-216,0,0,0,1}|3.2.424.4|{-117,18,-36,-2,1}
{{1,2,2,0},{2,0,0,2},{1,2,2,0},{2,2,2,1},{2,1,1,0},{2,2,1,0},{2,1,1,0},{1,0,1,2},{1,0,0,1},{0,2,1,1},{1,0,1,2},{0,2,1,1},{1,2,2,0},{1,0,1,2},{0,2,1,1},{2,2,1,0},{1,2,2,0},{2,0,0,2},{0,2,1,1},{1,2,2,0},{2,1,1,0},{2,2,1,0}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-2352,0,-1168,0,-168,0,0,0,1}|3.2.424.5|{-147,-146,-42,0,1}
{{2,1,1,0},{2,0,0,2},{2,1,1,0},{2,2,2,1},{1,2,2,0},{2,2,1,0},{1,2,2,0},{1,0,1,2},{1,0,0,1},{0,2,1,1},{1,0,1,2},{0,2,1,1},{2,1,1,0},{1,0,1,2},{0,2,1,1},{2,2,1,0},{2,1,1,0},{2,0,0,2},{0,2,1,1},{2,1,1,0},{1,2,2,0},{2,2,1,0}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-2352,0,-1168,0,-168,0,0,0,1}|3.2.424.6|{-147,-146,-42,0,1}
{{1,2,2,0},{1,2,2,0},{0,1,2,0},{1,2,2,0},{0,1,2,1},{0,1,2,0},{2,2,0,1},{1,2,2,0},{2,1,1,0},{1,2,2,0},{0,1,2,1},{2,1,2,0},{2,2,0,1},{0,1,2,0},{2,1,1,0},{2,1,2,0},{2,2,0,1},{0,1,2,1},{1,2,2,0},{0,1,2,1},{2,1,2,0},{2,1,2,0}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-48,72,-14,-3,7,4,-2,-1,1}|3.2.424.7|{-18,1,1,-1,1}
{{2,1,1,0},{2,1,1,0},{0,1,2,0},{2,1,1,0},{0,1,2,1},{0,1,2,0},{2,2,0,1},{2,1,1,0},{1,2,2,0},{2,1,1,0},{0,1,2,1},{2,1,2,0},{2,2,0,1},{0,1,2,0},{1,2,2,0},{2,1,2,0},{2,2,0,1},{0,1,2,1},{2,1,1,0},{0,1,2,1},{2,1,2,0},{2,1,2,0}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-48,72,-14,-3,7,4,-2,-1,1}|3.2.424.8|{-18,1,1,-1,1}
{{2,2,1,2},{1,1,2,1},{1,1,1,2},{1,1,2,1},{1,0,1,1},{1,1,1,2},{1,0,0,2},{2,2,1,2},{2,2,1,2},{1,1,2,1},{1,0,1,1},{1,0,1,1},{1,0,0,2},{1,1,1,2},{2,2,1,2},{1,0,1,1},{1,0,0,2},{1,1,2,0},{1,1,2,1},{1,0,1,1},{1,1,2,0},{1,0,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-18,0,1,0,1,0,-1,0,1}|3.2.424.9|{-18,1,1,-1,1}
{{1,1,2,1},{2,2,1,2},{1,1,1,2},{2,2,1,2},{1,0,1,1},{1,1,1,2},{1,0,0,2},{1,1,2,1},{1,1,2,1},{2,2,1,2},{1,0,1,1},{1,0,1,1},{1,0,0,2},{1,1,1,2},{1,1,2,1},{1,0,1,1},{1,0,0,2},{1,1,2,0},{2,2,1,2},{1,0,1,1},{1,1,2,0},{1,0,1,1}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-18,0,1,0,1,0,-1,0,1}|3.2.424.10|{-18,1,1,-1,1}
{{1,0,0,1},{1,0,0,2},{0,2,1,0},{1,0,0,2},{0,2,1,0},{0,1,1,0},{2,0,0,2},{0,1,1,0},{0,2,1,0},{1,0,0,2},{1,0,0,2},{1,0,0,1},{0,1,1,0},{0,2,1,0},{0,2,1,0},{0,1,1,0},{1,0,0,1},{0,1,1,0},{0,2,1,0},{1,0,0,2},{0,2,1,0},{2,0,0,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,59,61,67,71,73,79,83,89,97}|{-5,22,9,-2,1}|3.2.424.11|{784,0,50,0,1}
{{1,2,1,1},{0,1,2,2},{1,0,0,2},{2,0,0,2},{1,1,2,0},{1,0,0,2},{1,0,0,2},{0,1,2,2},{0,1,2,0},{1,0,0,2},{0,1,2,0},{1,2,1,1},{1,0,0,2},{2,1,2,2},{1,1,2,0},{1,1,2,0},{2,1,2,2},{0,1,2,0},{1,1,2,0},{1,2,1,1},{1,0,0,2},{0,1,2,0}}|{2,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-12159,2307,-1005,-1233,279,63,-30,-2,1}|3.2.425.1|{-159,-84,-18,-1,1}
{{2,1,2,2},{0,1,2,2},{1,0,0,2},{2,0,0,2},{1,1,2,0},{1,0,0,2},{1,0,0,2},{0,1,2,2},{0,1,2,0},{1,0,0,2},{0,1,2,0},{2,1,2,2},{1,0,0,2},{1,2,1,1},{1,1,2,0},{1,1,2,0},{1,2,1,1},{0,1,2,0},{1,1,2,0},{2,1,2,2},{1,0,0,2},{0,1,2,0}}|{2,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-12159,2307,-1005,-1233,279,63,-30,-2,1}|3.2.425.2|{-159,-84,-18,-1,1}
{{0,1,1,1},{1,2,0,1},{0,1,1,1},{1,1,2,0},{0,1,2,0},{2,2,0,1},{2,2,0,1},{1,2,0,1},{1,1,2,0},{0,2,2,2},{1,2,0,1},{2,2,0,1},{0,2,2,2},{0,1,1,1},{1,1,2,0},{1,1,2,0},{0,2,2,2},{1,2,0,1},{1,1,2,0},{0,1,1,1},{2,2,0,1},{1,1,2,0}}|{2,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1341,1302,115,159,60,-29,-12,0,1}|3.2.425.3|{-3,-19,6,0,1}
{{0,2,2,2},{1,2,0,1},{0,2,2,2},{1,1,2,0},{0,1,2,0},{2,2,0,1},{2,2,0,1},{1,2,0,1},{1,1,2,0},{0,1,1,1},{1,2,0,1},{2,2,0,1},{0,1,1,1},{0,2,2,2},{1,1,2,0},{1,1,2,0},{0,1,1,1},{1,2,0,1},{1,1,2,0},{0,2,2,2},{2,2,0,1},{1,1,2,0}}|{2,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-1341,1302,115,159,60,-29,-12,0,1}|3.2.425.4|{-3,-19,6,0,1}
{{2,2,1,2},{2,0,1,2},{1,0,0,2},{1,0,0,1},{2,0,1,2},{1,0,0,2},{1,0,0,2},{1,1,0,1},{2,1,1,1},{1,0,0,2},{2,1,1,1},{2,2,1,2},{1,0,0,2},{2,2,1,2},{2,0,1,2},{1,1,0,1},{2,2,1,2},{2,1,1,1},{2,0,1,2},{2,2,1,2},{1,0,0,2},{2,1,1,1}}|{2,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-199,-176,122,107,-50,-7,7,-4,1}|3.2.425.6|{-159,-84,-18,-1,1}
{{1,2,1,1},{1,0,2,1},{1,0,0,2},{1,0,2,1},{1,0,2,1},{2,1,2,2},{1,0,0,2},{1,2,1,0},{1,0,2,1},{1,0,0,2},{1,0,2,1},{1,0,0,2},{1,0,0,2},{1,0,0,2},{1,0,2,1},{1,0,2,1},{2,1,2,2},{1,2,2,2},{1,2,2,2},{1,2,1,1},{1,2,1,1},{1,2,1,0}}|{2,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-129,-12,-3,-6,-24,-27,-9,0,1}|3.2.425.7|{1,-4,0,-1,1}
{{2,1,2,2},{1,0,2,1},{1,0,0,2},{1,0,2,1},{1,0,2,1},{1,2,1,1},{1,0,0,2},{1,2,1,0},{1,0,2,1},{1,0,0,2},{1,0,2,1},{1,0,0,2},{1,0,0,2},{1,0,0,2},{1,0,2,1},{1,0,2,1},{1,2,1,1},{1,2,2,2},{1,2,2,2},{2,1,2,2},{2,1,2,2},{1,2,1,0}}|{2,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-129,-12,-3,-6,-24,-27,-9,0,1}|3.2.425.8|{1,-4,0,-1,1}
{{1,0,1,2},{2,0,1,2},{1,2,2,0},{1,1,0,1},{1,1,0,1},{2,1,1,0},{1,2,2,0},{2,0,1,2},{2,1,1,1},{1,2,2,0},{2,1,1,1},{2,1,1,0},{1,2,2,0},{1,0,1,2},{1,1,0,1},{1,1,0,1},{1,2,2,0},{1,1,0,1},{2,1,1,1},{2,1,1,0},{2,1,1,0},{2,1,1,1}}|{2,7,11,13,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{36,-171,162,17,-5,-7,7,-4,1}|3.2.425.10|{-48,-89,-24,0,1}
{{1,1,1,0},{2,1,0,1},{1,1,1,0},{1,0,0,1},{2,1,0,1},{0,1,2,2},{2,2,2,0},{1,1,1,0},{0,1,2,0},{0,1,2,2},{1,1,1,0},{0,1,2,0},{2,1,0,1},{2,2,2,0},{2,1,0,1},{0,1,2,0},{2,2,2,0},{0,1,2,2},{1,1,2,0},{2,2,2,0},{2,1,0,1},{1,1,2,0}}|{2,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-2405,1193,-1034,-319,163,-7,7,-4,1}|3.2.427.1|{-13,-56,18,-1,1}
{{2,2,2,0},{2,1,0,1},{2,2,2,0},{1,0,0,1},{2,1,0,1},{0,1,2,2},{1,1,1,0},{2,2,2,0},{0,1,2,0},{0,1,2,2},{2,2,2,0},{0,1,2,0},{2,1,0,1},{1,1,1,0},{2,1,0,1},{0,1,2,0},{1,1,1,0},{0,1,2,2},{1,1,2,0},{1,1,1,0},{2,1,0,1},{1,1,2,0}}|{2,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-2405,1193,-1034,-319,163,-7,7,-4,1}|3.2.427.2|{-13,-56,18,-1,1}
{{2,2,0,1},{2,2,0,1},{0,1,1,1},{1,0,1,1},{0,1,1,1},{2,1,1,1},{2,2,0,1},{2,2,0,1},{2,0,1,2},{2,1,1,1},{0,1,1,1},{2,0,1,2},{2,2,0,1},{0,1,1,1},{0,1,1,1},{1,0,0,1},{2,2,0,1},{1,0,1,1},{2,1,1,1},{0,2,2,2},{0,1,1,1},{2,1,1,1}}|{2,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-1460,-2587,2746,-319,163,-7,7,-4,1}|3.2.427.3|{-48,84,18,-1,1}
{{2,2,0,1},{2,2,0,1},{0,2,2,2},{1,0,1,1},{0,2,2,2},{2,1,1,1},{2,2,0,1},{2,2,0,1},{2,0,1,2},{2,1,1,1},{0,2,2,2},{2,0,1,2},{2,2,0,1},{0,2,2,2},{0,2,2,2},{1,0,0,1},{2,2,0,1},{1,0,1,1},{2,1,1,1},{0,1,1,1},{0,2,2,2},{2,1,1,1}}|{2,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-1460,-2587,2746,-319,163,-7,7,-4,1}|3.2.427.4|{-48,84,18,-1,1}
{{2,0,2,1},{0,2,2,2},{0,2,2,2},{2,1,2,0},{0,1,1,1},{1,2,1,0},{2,0,2,1},{0,1,1,1},{1,2,1,0},{1,2,1,0},{2,0,2,1},{2,1,2,0},{0,2,2,2},{2,0,2,1},{0,2,2,2},{0,2,1,0},{2,0,2,1},{2,1,2,0},{1,2,1,0},{0,2,2,2},{0,2,2,2},{1,2,1,0}}|{2,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-243,0,87,0,192,0,27,0,1}|3.2.427.5|{-48,-125,-24,0,1}
{{2,0,2,1},{0,1,1,1},{0,1,1,1},{2,1,2,0},{0,2,2,2},{1,2,1,0},{2,0,2,1},{0,2,2,2},{1,2,1,0},{1,2,1,0},{2,0,2,1},{2,1,2,0},{0,1,1,1},{2,0,2,1},{0,1,1,1},{0,2,1,0},{2,0,2,1},{2,1,2,0},{1,2,1,0},{0,1,1,1},{0,1,1,1},{1,2,1,0}}|{2,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-243,0,87,0,192,0,27,0,1}|3.2.427.6|{-48,-125,-24,0,1}
{{2,1,2,2},{1,2,1,1},{0,2,2,0},{1,2,0,1},{1,2,1,1},{2,2,0,2},{2,1,2,2},{1,2,1,1},{2,2,0,2},{2,2,0,2},{0,2,2,0},{1,2,0,1},{0,2,2,0},{2,1,2,2},{0,2,2,0},{0,1,2,0},{1,2,1,1},{2,2,0,2},{2,2,0,2},{0,2,2,0},{1,2,1,1},{1,2,0,1}}|{2,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-27,0,99,0,18,0,0,0,1}|3.2.427.7|{-27,-99,18,0,1}
{{1,2,1,1},{2,1,2,2},{0,2,2,0},{1,2,0,1},{2,1,2,2},{2,2,0,2},{1,2,1,1},{2,1,2,2},{2,2,0,2},{2,2,0,2},{0,2,2,0},{1,2,0,1},{0,2,2,0},{1,2,1,1},{0,2,2,0},{0,1,2,0},{2,1,2,2},{2,2,0,2},{2,2,0,2},{0,2,2,0},{2,1,2,2},{1,2,0,1}}|{2,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-27,0,99,0,18,0,0,0,1}|3.2.427.8|{-27,-99,18,0,1}
{{0,2,2,1},{1,0,2,2},{0,2,2,1},{2,0,1,2},{1,0,2,2},{2,1,2,0},{0,1,1,2},{1,0,2,2},{2,1,2,0},{2,0,1,2},{1,0,2,2},{2,0,1,2},{0,2,2,1},{0,2,2,1},{0,2,2,1},{0,1,2,0},{0,2,2,1},{2,1,2,0},{2,0,1,2},{0,2,2,1},{1,0,2,2},{2,1,2,0}}|{2,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-25,-47,26,41,-17,-7,7,-4,1}|3.2.427.9|{-25,-47,-21,-1,1}
{{0,1,1,2},{1,0,2,2},{0,1,1,2},{2,0,1,2},{1,0,2,2},{2,1,2,0},{0,2,2,1},{1,0,2,2},{2,1,2,0},{2,0,1,2},{1,0,2,2},{2,0,1,2},{0,1,1,2},{0,1,1,2},{0,1,1,2},{0,1,2,0},{0,1,1,2},{2,1,2,0},{2,0,1,2},{0,1,1,2},{1,0,2,2},{2,1,2,0}}|{2,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-25,-47,26,41,-17,-7,7,-4,1}|3.2.427.10|{-25,-47,-21,-1,1}
{{2,2,0,1},{2,1,1,0},{2,2,0,1},{1,1,0,1},{2,2,0,1},{2,2,2,1},{1,2,2,0},{1,2,2,0},{2,0,0,2},{1,1,0,1},{1,2,2,0},{1,1,0,1},{2,2,0,1},{2,1,1,0},{2,1,1,0},{2,2,0,2},{1,2,2,0},{2,2,0,2},{1,1,0,1},{2,1,1,0},{1,2,2,0},{1,1,0,1}}|{2,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-12,0,2139,0,-81,0,1,0,1}|3.2.427.11|{2152,38,-93,-1,1}
{{2,2,0,1},{1,2,2,0},{2,2,0,1},{1,1,0,1},{2,2,0,1},{2,2,2,1},{2,1,1,0},{2,1,1,0},{2,0,0,2},{1,1,0,1},{2,1,1,0},{1,1,0,1},{2,2,0,1},{1,2,2,0},{1,2,2,0},{2,2,0,2},{2,1,1,0},{2,2,0,2},{1,1,0,1},{1,2,2,0},{2,1,1,0},{1,1,0,1}}|{2,5,11,13,17,19,23,29,31,37,41,43,47,53,59,67,71,73,79,83,89,97}|{-12,0,2139,0,-81,0,1,0,1}|3.2.427.12|{2152,38,-93,-1,1}
{{0,1,2,2},{2,2,1,2},{1,0,0,2},{1,1,2,0},{1,1,2,0},{1,1,2,1},{2,2,1,2},{1,1,2,0},{1,1,2,1},{1,1,1,2},{1,1,2,0},{1,1,2,1},{1,0,0,2},{0,1,2,2},{1,0,0,2},{1,1,1,2},{1,0,0,2},{1,0,0,2},{0,1,2,2},{1,1,2,1},{2,2,1,2},{1,1,1,2},{1,1,1,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-176,256,-3,-106,35,20,-9,-2,1}|3.2.428.1|{-8,-2,1,-2,1}
{{0,1,2,2},{1,1,2,1},{1,0,0,2},{1,1,2,0},{1,1,2,0},{2,2,1,2},{1,1,2,1},{1,1,2,0},{2,2,1,2},{1,1,1,2},{1,1,2,0},{2,2,1,2},{1,0,0,2},{0,1,2,2},{1,0,0,2},{1,1,1,2},{1,0,0,2},{1,0,0,2},{0,1,2,2},{2,2,1,2},{1,1,2,1},{1,1,1,2},{1,1,1,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-176,256,-3,-106,35,20,-9,-2,1}|3.2.428.2|{-8,-2,1,-2,1}
{{2,0,2,2},{0,2,2,2},{2,0,2,1},{2,0,2,2},{1,0,2,1},{0,1,1,1},{0,1,1,1},{1,0,2,1},{0,1,1,1},{1,2,2,2},{1,0,2,1},{0,1,1,1},{2,0,2,1},{2,0,2,2},{2,0,2,1},{1,2,2,2},{2,0,2,1},{2,0,2,1},{1,0,2,1},{0,1,1,1},{0,1,1,1},{1,2,2,2},{1,2,2,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-8,32,-46,26,-1,-4,3,-2,1}|3.2.428.3|{-8,-2,1,-2,1}
{{2,0,2,2},{0,1,1,1},{2,0,2,1},{2,0,2,2},{1,0,2,1},{0,2,2,2},{0,2,2,2},{1,0,2,1},{0,2,2,2},{1,2,2,2},{1,0,2,1},{0,2,2,2},{2,0,2,1},{2,0,2,2},{2,0,2,1},{1,2,2,2},{2,0,2,1},{2,0,2,1},{1,0,2,1},{0,2,2,2},{0,2,2,2},{1,2,2,2},{1,2,2,2}}|{5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71,73,79,83,89,97}|{-8,32,-46,26,-1,-4,3,-2,1}|3.2.428.4|{-8,-2,1,-2,1}
{{2,2,1,2},{0,1,2,2},{0,1,2,2},{0,1,2,2},{1,1,2,1},{1,1,1,2},{1,1,2,1},{0,1,2,2},{1,0,0,2},{1,2,1,0},{1,1,1,2},{1,2,1,0},{1,2,1,0},{1,1,2,1},{1,2,1,0},{1,1,2,1},{2,2,1,2},{1,2,1,0},{0,1,2,2},{2,2,1,2},{1,1,1,2}}|{7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-11616,5712,-1104,330,-120,0,1,-4,1}|3.2.430.1|{50,25,-15,-1,1}
{{1,1,2,1},{0,1,2,2},{0,1,2,2},{0,1,2,2},{2,2,1,2},{1,1,1,2},{2,2,1,2},{0,1,2,2},{1,0,0,2},{1,2,1,0},{1,1,1,2},{1,2,1,0},{1,2,1,0},{2,2,1,2},{1,2,1,0},{2,2,1,2},{1,1,2,1},{1,2,1,0},{0,1,2,2},{1,1,2,1},{1,1,1,2}}|{7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-11616,5712,-1104,330,-120,0,1,-4,1}|3.2.430.2|{50,25,-15,-1,1}
{{1,1,2,0},{1,0,0,2},{1,1,2,0},{2,1,2,2},{1,1,2,0},{1,0,0,2},{2,1,2,2},{0,1,2,0},{1,1,2,0},{1,0,0,2},{1,2,1,1},{2,1,2,2},{1,0,0,2},{0,1,2,2},{0,1,2,2},{2,1,2,2},{1,1,2,0},{1,1,2,0},{1,2,1,1},{1,0,0,2},{0,1,2,2}}|{7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-3888,0,-6372,0,-216,0,0,0,1}|3.2.430.3|{-48,-236,-24,0,1}
{{1,1,2,0},{1,0,0,2},{1,1,2,0},{1,2,1,1},{1,1,2,0},{1,0,0,2},{1,2,1,1},{0,1,2,0},{1,1,2,0},{1,0,0,2},{2,1,2,2},{1,2,1,1},{1,0,0,2},{0,1,2,2},{0,1,2,2},{1,2,1,1},{1,1,2,0},{1,1,2,0},{2,1,2,2},{1,0,0,2},{0,1,2,2}}|{7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-3888,0,-6372,0,-216,0,0,0,1}|3.2.430.4|{-48,-236,-24,0,1}
{{1,0,2,1},{2,1,2,2},{0,1,2,0},{1,2,1,1},{2,0,1,2},{1,2,1,1},{2,1,2,2},{1,0,2,1},{2,0,1,2},{1,0,0,2},{1,2,1,1},{1,0,0,2},{1,2,1,1},{2,0,1,2},{1,0,2,1},{2,1,2,2},{1,0,0,1},{0,1,2,0},{2,1,2,2},{2,1,2,2},{1,0,2,1}}|{7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-1982,1580,-1718,275,-134,-7,7,-4,1}|3.2.430.5|{19,-188,-30,-2,1}
{{1,0,2,1},{1,2,1,1},{0,1,2,0},{2,1,2,2},{2,0,1,2},{2,1,2,2},{1,2,1,1},{1,0,2,1},{2,0,1,2},{1,0,0,2},{2,1,2,2},{1,0,0,2},{2,1,2,2},{2,0,1,2},{1,0,2,1},{1,2,1,1},{1,0,0,1},{0,1,2,0},{1,2,1,1},{1,2,1,1},{1,0,2,1}}|{7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-1982,1580,-1718,275,-134,-7,7,-4,1}|3.2.430.6|{19,-188,-30,-2,1}
{{0,2,1,0},{1,0,0,2},{0,2,1,2},{1,0,0,2},{1,2,1,0},{2,2,1,2},{2,2,1,2},{0,2,1,2},{1,2,1,0},{1,1,2,1},{1,0,0,2},{2,2,1,2},{2,2,1,2},{0,2,1,0},{0,2,1,2},{1,0,0,2},{0,2,1,0},{0,2,1,0},{1,0,0,2},{1,0,0,2},{1,2,1,0}}|{7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-1728,0,924,0,-144,0,0,0,1}|3.2.430.7|{-130,-155,-45,-1,1}
{{0,2,1,0},{1,0,0,2},{0,2,1,2},{1,0,0,2},{1,2,1,0},{1,1,2,1},{1,1,2,1},{0,2,1,2},{1,2,1,0},{2,2,1,2},{1,0,0,2},{1,1,2,1},{1,1,2,1},{0,2,1,0},{0,2,1,2},{1,0,0,2},{0,2,1,0},{0,2,1,0},{1,0,0,2},{1,0,0,2},{1,2,1,0}}|{7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-1728,0,924,0,-144,0,0,0,1}|3.2.430.8|{-130,-155,-45,-1,1}
{{2,2,2,1},{1,0,1,2},{2,2,2,1},{0,1,1,1},{1,2,0,1},{1,0,1,2},{1,0,1,2},{2,2,0,2},{2,2,0,2},{0,1,1,1},{1,0,1,2},{1,0,1,2},{0,1,1,1},{2,2,0,2},{1,2,0,1},{0,1,1,1},{1,2,0,1},{2,2,2,1},{0,1,1,1},{0,2,2,2},{2,2,0,2}}|{7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-1200,0,0,0,120,0,-21,0,1}|3.2.430.9|{537,-78,-36,0,1}
{{2,2,2,1},{1,0,1,2},{2,2,2,1},{0,2,2,2},{1,2,0,1},{1,0,1,2},{1,0,1,2},{2,2,0,2},{2,2,0,2},{0,2,2,2},{1,0,1,2},{1,0,1,2},{0,2,2,2},{2,2,0,2},{1,2,0,1},{0,2,2,2},{1,2,0,1},{2,2,2,1},{0,2,2,2},{0,1,1,1},{2,2,0,2}}|{7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-1200,0,0,0,120,0,-21,0,1}|3.2.430.10|{537,-78,-36,0,1}
{{2,0,2,2},{1,1,2,1},{2,0,0,2},{1,0,0,2},{2,2,2,1},{2,2,1,2},{1,0,0,2},{1,0,1,1},{2,0,2,2},{2,2,1,2},{1,1,2,1},{1,0,0,2},{2,2,1,2},{1,0,1,1},{1,0,1,1},{1,1,2,1},{1,0,1,1},{2,0,2,2},{1,1,2,1},{1,0,0,2},{2,0,0,2}}|{7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-972,0,0,0,108,0,-13,0,1}|3.2.430.11|{-108,-78,-36,0,1}
{{2,0,2,2},{2,2,1,2},{2,0,0,2},{1,0,0,2},{2,2,2,1},{1,1,2,1},{1,0,0,2},{1,0,1,1},{2,0,2,2},{1,1,2,1},{2,2,1,2},{1,0,0,2},{1,1,2,1},{1,0,1,1},{1,0,1,1},{2,2,1,2},{1,0,1,1},{2,0,2,2},{2,2,1,2},{1,0,0,2},{2,0,0,2}}|{7,11,13,17,19,23,29,31,37,41,47,53,59,61,67,71,73,79,83,89,97}|{-972,0,0,0,108,0,-13,0,1}|3.2.430.12|{-108,-78,-36,0,1}
